Duration,Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,trials_5149.thisRepN,trials_5149.thisTrialN,trials_5149.thisN,trials_5149.thisIndex,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,Videoshowstart,Videoshowstop,VideoshowRT,response_3.keys,response_3.corr,response_3.rt,key_skip_3.keys,total_score,Dot_ratio,current_score,response_4.keys,response_4.corr,response_4.rt,key_skip_4.keys,text_2.started,text_5.started,key_resp.started,text_9.started,key_resp.keys,key_resp.rt,text_10.started,text_10.stopped,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,0,3,3,2,,,,,,,,,,,,825.2251517999998,825.8885705000002,0.6634187000004204,left,1,0.6401740999999674,None,29,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,1,0,4,2,,,,,,,,,,,,829.7814214999999,830.9055054999999,1.124084000000039,left,1,1.1013957999998638,None,30,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,1,1,5,0,,,,,,,,,,,,834.8085873999999,835.6401718000002,0.8315844000003381,left,0,0.8008924000000661,None,28,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,1,2,6,1,,,,,,,,,,,,839.5669947000001,840.3720223,0.805027599999903,right,1,0.7877031999996689,None,29,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,1,3,7,3,,,,,,,,,,,,844.2770046999999,845.0389519999999,0.7619472999999743,right,0,0.7317976999997882,None,27,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,,,,,0,0,0,1,,,,,,,,848.9622023000002,849.7560238000001,0.7938214999999218,,,,,25,51:49,-2,left,0,0.7755672999996932,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,,,,,0,1,1,3,,,,,,,,853.6638074000002,854.7053916,1.041584199999761,,,,,26,51:49,1,left,1,1.0174684999997226,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,,,,,0,2,2,2,,,,,,,,858.6293467,859.5555047000003,0.9261580000002141,,,,,27,51:49,1,left,1,0.9088518999997177,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,,,,,0,3,3,0,,,,,,,,863.4615607999999,864.2217424999999,0.7601816999999755,,,,,28,51:49,1,right,1,0.7412340999999287,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,,,,,1,0,4,2,,,,,,,,868.1389264,868.9551412999999,0.8162148999999772,,,,,29,51:49,1,left,1,0.7990786000000298,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,,,,,1,1,5,3,,,,,,,,872.8548599000001,873.8057855000002,0.9509256000001187,,,,,30,51:49,1,left,1,0.930067599999802,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,,,,,1,2,6,0,,,,,,,,877.7333275000001,878.9221010000001,1.1887735000000248,,,,,31,51:49,1,right,1,1.1649822999997923,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,,,,,1,3,7,1,,,,,,,,882.8488124,883.6893946,0.8405821999999716,,,,,29,51:49,-2,left,0,0.8080258999998478,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,10,0,10,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.0681193,890.0681193,890.0681193,890.0681193,space,1.7291111999998066,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,889.3590770000001,890.2056745999998,0.8465975999997681,left,1,0.8258088999996289,None,30,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,0,1,1,3,,,,,,,,,,,,894.1123876000001,894.9223553000002,0.8099677000000156,left,1,0.7850312999999005,None,31,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,0,2,2,0,,,,,,,,,,,,898.8643464000002,899.5394646999998,0.6751182999996672,right,1,0.6418917000000874,None,32,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,0,3,3,1,,,,,,,,,,,,903.5083346000001,904.3056531000002,0.797318500000074,left,0,0.7734581999998227,None,30,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,1,0,4,3,,,,,,,,,,,,908.2187804,909.0054375,0.7866570999999567,left,1,0.758920499999931,None,31,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,1,1,5,0,,,,,,,,,,,,912.9372852000001,914.0389187999999,1.1016335999997864,right,1,1.0719927000000098,None,32,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,1,2,6,2,,,,,,,,,,,,917.9199395999999,918.6221915000001,0.7022519000001921,left,1,0.6728317999995852,None,33,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,1,3,7,1,,,,,,,,,,,,922.5181582999999,923.4889505000001,0.9707922000002327,right,1,0.9386798000000454,None,34,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,,,,,,,,927.4018168000002,928.5387787,1.1369618999997329,,,,,35,51:49,1,right,1,1.10429189999968,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,,,,,0,1,1,2,,,,,,,,932.4347971000002,933.5556425,1.12084539999978,,,,,36,51:49,1,left,1,1.0959322999997312,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,,,,,0,2,2,0,,,,,,,,937.4697958000002,938.422975,0.953179199999795,,,,,37,51:49,1,right,1,0.9238205999995444,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,,,,,0,3,3,3,,,,,,,,942.3486289000002,943.105481,0.7568520999998327,,,,,35,51:49,-2,right,0,0.724802599999748,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,,,,,1,0,4,0,,,,,,,,947.0707335000002,948.2554696000002,1.1847361000000092,,,,,36,51:49,1,right,1,1.1548548000000665,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,,,,,1,1,5,2,,,,,,,,952.1533447000002,952.8892153000002,0.7358705999999984,,,,,37,51:49,1,left,1,0.7120931999997993,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,,,,,1,2,6,3,,,,,,,,956.7934602,957.6056128999999,0.8121526999998423,,,,,35,51:49,-2,right,0,0.7836354000000938,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,,,,,1,3,7,1,,,,,,,,961.5544559999998,962.3222323999998,0.7677764000000025,,,,,33,51:49,-2,left,0,0.7435335000000123,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,11,0,11,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.6847648000003,968.6847648000003,968.6847648000003,968.6847648000003,space,1.655880299999808,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,967.9253764,969.0722266000002,1.1468502000002445,right,1,1.1153822999999647,None,34,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,0,1,1,1,,,,,,,,,,,,973.0068440999999,973.812343,0.8054989000002024,right,1,0.7785264999997707,None,35,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,,,,,,,,,977.7093785000002,978.4916680000001,0.7822894999999335,left,1,0.7555148000001282,None,36,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,0,3,3,3,,,,,,,,,,,,982.4211141000001,983.322494,0.9013798999999381,left,1,0.8686914999998407,None,37,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,1,0,4,1,,,,,,,,,,,,987.2267132000002,987.9058751000002,0.6791619000000537,right,1,0.6551263999999719,None,38,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,1,1,5,0,,,,,,,,,,,,991.8284939,992.555867,0.7273731000000225,right,1,0.7101351000001159,None,39,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,1,2,6,3,,,,,,,,,,,,996.4672415,997.2225672,0.7553256999999576,left,1,0.7262442000001101,None,40,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,1,3,7,2,,,,,,,,,,,,1001.1785169,1002.0899376000002,0.9114207000002352,left,1,0.8870310999996036,None,41,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,,,,,,,,1006.0397582999999,1006.8224067000001,0.7826484000001983,,,,,42,51:49,1,right,1,0.7530643999998574,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,,,,,0,1,1,1,,,,,,,,1010.6922187,1011.6064216,0.9142028999999638,,,,,40,51:49,-2,left,0,0.8928701999998339,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,,,,,0,2,2,2,,,,,,,,1015.5402007000002,1016.8391913,1.2989905999997973,,,,,38,51:49,-2,right,0,1.2691381999998157,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,,,,,0,3,3,3,,,,,,,,1020.7524084000001,1021.5722652,0.8198567999997977,,,,,39,51:49,1,left,1,0.8009680999998636,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,,,,,1,0,4,3,,,,,,,,1025.4719212,1026.4056592000002,0.9337380000001758,,,,,40,51:49,1,left,1,0.9050483999999415,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,,,,,1,1,5,0,,,,,,,,1030.3558894000003,1031.4557057000002,1.0998162999999295,,,,,38,51:49,-2,left,0,1.0700567999997475,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,,,,,1,2,6,2,,,,,,,,1035.3796778,1036.3891781000002,1.009500300000127,,,,,39,51:49,1,left,1,0.9899184999999306,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,,,,,1,3,7,1,,,,,,,,1040.2952451,1040.9722983000001,0.6770532000000458,,,,,40,51:49,1,right,1,0.6588693999997304,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,12,0,12,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047.3530141,1047.3530141,1047.3530141,1047.3530141,space,2.131728799999564,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,1047.0654227,1048.0227826,0.9573599000000286,right,1,0.9363572000002023,None,41,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,0,1,1,2,,,,,,,,,,,,1051.9800175999999,1052.7734702000002,0.7934526000003643,left,1,0.7743172000000413,None,42,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,0,2,2,3,,,,,,,,,,,,1056.7325045000002,1057.5725896,0.8400850999996692,left,1,0.8217798999999104,None,43,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,0,3,3,1,,,,,,,,,,,,1061.4876613000001,1062.3058869000001,0.8182256000000052,right,1,0.7933974000002308,None,44,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,1,0,4,0,,,,,,,,,,,,1066.2049363,1067.0558701,0.8509337999998934,left,0,0.8301824999998644,None,42,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,1,1,5,2,,,,,,,,,,,,1071.0081096,1071.7057837000002,0.697674100000313,left,1,0.6654521999998906,None,43,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,1,2,6,3,,,,,,,,,,,,1075.6061052999999,1076.4892411,0.8831358000002183,left,1,0.8513620999997329,None,44,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,1,3,7,1,,,,,,,,,,,,1080.4149724,1081.0725848000002,0.6576124000002892,right,1,0.6344119000000319,None,45,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,,,,,0,0,0,3,,,,,,,,1084.9926157,1085.7396871,0.7470714000000953,,,,,46,51:49,1,left,1,0.7220899999997528,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,,,,,0,1,1,2,,,,,,,,1089.6760149000002,1090.9057456,1.229730699999891,,,,,44,51:49,-2,right,0,1.197434499999872,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,,,,,0,2,2,1,,,,,,,,1094.8396916000002,1095.5391046,0.6994129999998222,,,,,42,51:49,-2,left,0,0.6743569999998726,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
